model	args_model	args_model_md5	args_model_url
Tfbs/Pax5c20/Gm12878/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_train_gS_11_3_1.model.txt	9ca92ad54d9380d0e52820004c82347f	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pax5c20/Gm12892/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12892Pax5c20Pcr1xAlnRep0_train_gS_11_3_1.model.txt	c463978b98b7ad09a3165123b5a62414	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12892Pax5c20Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pax5n19/Gm12878/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12878Pax5n19Pcr1xAlnRep0_train_gS_11_3_1.model.txt	821050b78bf9214c7f9d2c79e23ade0c	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Pax5n19Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pbx3/Gm12878/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12878Pbx3Pcr1xAlnRep0_train_gS_11_3_1.model.txt	0a751ece1b8953b4a10a137e7a10c9e9	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Pbx3Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/A549/Haib_Pcr2x_Dexa	model_files/wgEncodeHaibTfbsA549Pol2Pcr2xDexaAlnRep0_train_gS_11_3_1.model.txt	f9a19df70b3e2de9b928d323a1702982	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsA549Pol2Pcr2xDexaAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/A549/Haib_Pcr2x_Etoh02	model_files/wgEncodeHaibTfbsA549Pol2Pcr2xEtoh02AlnRep0_train_gS_11_3_1.model.txt	0d451c15f8eaaef9b1683561966d163c	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsA549Pol2Pcr2xEtoh02AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Ecc1/Haib_V0416102_Dmso2	model_files/wgEncodeHaibTfbsEcc1Pol2V0416102Dmso2AlnRep0_train_gS_11_3_1.model.txt	8464a0baa45b0ead24423eb5aa11a9ce	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsEcc1Pol2V0416102Dmso2AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm10847/Sydh_Iggmus	model_files/wgEncodeSydhTfbsGm10847Pol2IggmusAlnRep1_train_gS_11_3_1.model.txt	8d76d3c9ad58258276096b3e3eeb34cf	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm10847Pol2IggmusAlnRep1_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm12878/Haib_Pcr2x	model_files/wgEncodeHaibTfbsGm12878Pol2Pcr2xAlnRep0_train_gS_11_3_1.model.txt	8911a54d0e983586d7ca07ae4e21d700	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Pol2Pcr2xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm12878/Sydh_Iggmus	model_files/wgEncodeSydhTfbsGm12878Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt	861c191e790975fb7ea842c54e66e8ec	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm12878Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm12878/Sydh_Std	model_files/wgEncodeSydhTfbsGm12878Pol2StdAlnRep0_train_gS_11_3_1.model.txt	83bc28fb401ca58a7297dba9c2dccb4e	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm12878Pol2StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm12891/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12891Pol2Pcr1xAlnRep0_train_gS_11_3_1.model.txt	07254155ca05060b19dab5bb522161fa	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12891Pol2Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm12891/Sydh_Iggmus	model_files/wgEncodeSydhTfbsGm12891Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt	beb8b66decaa05d5c6de438723d62c07	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm12891Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm12892/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12892Pol2Pcr1xAlnRep0_train_gS_11_3_1.model.txt	c368fe5402c4c16ce62ffb90e51fb6cf	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12892Pol2Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm12892/Haib_V0416102	model_files/wgEncodeHaibTfbsGm12892Pol2V0416102AlnRep0_train_gS_11_3_1.model.txt	cd41bb76e610af0d3fa93bf641604bd7	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12892Pol2V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm12892/Sydh_Iggmus	model_files/wgEncodeSydhTfbsGm12892Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt	e4bcd852ea93832b6d3e960f01e20f4e	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm12892Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm15510/Sydh_Iggmus	model_files/wgEncodeSydhTfbsGm15510Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt	3dce2ac2f4a5ffe841fc8b0600ed5ab6	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm15510Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm18505/Sydh_Iggmus	model_files/wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt	406e9733d48ba6b25516098043038f42	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm18526/Sydh_Iggmus	model_files/wgEncodeSydhTfbsGm18526Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt	f9b55e5533dd6d205f28af0aabf1a599	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm18526Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm18951/Sydh_Iggmus	model_files/wgEncodeSydhTfbsGm18951Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt	79b739dea2489e740e51a4439e1797c6	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm18951Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm19099/Sydh_Iggmus	model_files/wgEncodeSydhTfbsGm19099Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt	5c764213e4ae1a4dbf668ac8171fbb08	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm19099Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Gm19193/Sydh_Iggmus	model_files/wgEncodeSydhTfbsGm19193Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt	6e22ce29c05287ff465a13a43f543da5	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm19193Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/H1hesc/Haib_Pcr1x	model_files/wgEncodeHaibTfbsH1hescPol2Pcr1xAlnRep0_train_gS_11_3_1.model.txt	f2ecb2be6efc1106fa9bee67c59343d5	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsH1hescPol2Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/H1hesc/Haib_V0416102	model_files/wgEncodeHaibTfbsH1hescPol2V0416102AlnRep0_train_gS_11_3_1.model.txt	2009ae57b235af0392572ecd20612349	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsH1hescPol2V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Hct116/Sydh_Ucd	model_files/wgEncodeSydhTfbsHct116Pol2UcdAlnRep0_train_gS_11_3_1.model.txt	8f8c36af9b948e378f2912911301d317	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHct116Pol2UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Hek293b/Sydh_Std	model_files/wgEncodeSydhTfbsHek293bPol2StdAlnRep0_train_gS_11_3_1.model.txt	abdd3d4bd4e8379b23529b03b1e77317	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHek293bPol2StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Helas3/Haib_Pcr1x	model_files/wgEncodeHaibTfbsHelas3Pol2Pcr1xAlnRep0_train_gS_11_3_1.model.txt	e8f47b60c3b6df72d7b763dfa79554b4	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHelas3Pol2Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Helas3/Sydh_Std	model_files/wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_train_gS_11_3_1.model.txt	a3800482423f02f1423d3fae96cb2a0c	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Hepg2/Haib_Pcr2x	model_files/wgEncodeHaibTfbsHepg2Pol2Pcr2xAlnRep0_train_gS_11_3_1.model.txt	fc72d954832a26a2947502ee57bde9f3	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Pol2Pcr2xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Hepg2/Sydh_Forskln_Std	model_files/wgEncodeSydhTfbsHepg2Pol2ForsklnStdAlnRep0_train_gS_11_3_1.model.txt	67580f8172a94909ef375720655f1626	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHepg2Pol2ForsklnStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Hepg2/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHepg2Pol2IggrabAlnRep0_train_gS_11_3_1.model.txt	4beeca240d1927937b3a9e1fd6ca65a4	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHepg2Pol2IggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Huvec/Sydh_Std	model_files/wgEncodeSydhTfbsHuvecPol2StdAlnRep0_train_gS_11_3_1.model.txt	f422deaca8df896270d6333dde37488b	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHuvecPol2StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/K562/Haib_V0416101	model_files/wgEncodeHaibTfbsK562Pol2V0416101AlnRep0_train_gS_11_3_1.model.txt	9c1b62b90355d08acb6cf2a754ad9bf6	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Pol2V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/K562/Sydh_Ifna30_Std	model_files/wgEncodeSydhTfbsK562Pol2Ifna30StdAlnRep0_train_gS_11_3_1.model.txt	076174a6255b94b2edaf7e3a7d24663f	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562Pol2Ifna30StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/K562/Sydh_Ifna6h_Std	model_files/wgEncodeSydhTfbsK562Pol2Ifna6hStdAlnRep0_train_gS_11_3_1.model.txt	2ff83fc20cb4ff3ed95fc5b0845dcee0	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562Pol2Ifna6hStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/K562/Sydh_Ifng30_Std	model_files/wgEncodeSydhTfbsK562Pol2Ifng30StdAlnRep0_train_gS_11_3_1.model.txt	65b757d1390767327810b3abea79d774	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562Pol2Ifng30StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/K562/Sydh_Ifng6h_Std	model_files/wgEncodeSydhTfbsK562Pol2Ifng6hStdAlnRep0_train_gS_11_3_1.model.txt	82e0d870101735b03cd32351f89f5778	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562Pol2Ifng6hStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/K562/Sydh_Iggmus	model_files/wgEncodeSydhTfbsK562Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt	146f00f594beed7e51d30be032e123e4	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562Pol2IggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/K562/Sydh_Std	model_files/wgEncodeSydhTfbsK562Pol2StdAlnRep0_train_gS_11_3_1.model.txt	1fa55f3bdac0d82afa9ec791a1505128	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562Pol2StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Mcf10aes/Sydh_Etoh01_Std	model_files/wgEncodeSydhTfbsMcf10aesPol2Etoh01StdAlnRep0_train_gS_11_3_1.model.txt	6b54cbdcc963c5c641a8ae432bed7910	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsMcf10aesPol2Etoh01StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Mcf10aes/Sydh_Tam_Std	model_files/wgEncodeSydhTfbsMcf10aesPol2TamStdAlnRep0_train_gS_11_3_1.model.txt	2f5a2c6c9d72d6dcbd6061d5d975f805	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsMcf10aesPol2TamStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Nb4/Sydh_Std	model_files/wgEncodeSydhTfbsNb4Pol2StdAlnRep0_train_gS_11_3_1.model.txt	157d5e0f358416bb077f2376a335d087	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsNb4Pol2StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Pbde/Sydh_Ucd	model_files/wgEncodeSydhTfbsPbdePol2UcdAlnRep0_train_gS_11_3_1.model.txt	b01be326153412f556d14d9fad2955c7	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsPbdePol2UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2/Raji/Sydh_Ucd	model_files/wgEncodeSydhTfbsRajiPol2UcdAlnRep0_train_gS_11_3_1.model.txt	e179038a9181dcbdcc7d7ede9b610af4	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsRajiPol2UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol24h8/Gm12878/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12878Pol24h8Pcr1xAlnRep0_train_gS_11_3_1.model.txt	4ae4f1c80de685fc0dea0d2e964339a7	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Pol24h8Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol24h8/Gm12891/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12891Pol24h8Pcr1xAlnRep0_train_gS_11_3_1.model.txt	a586941a9a58eda9105d1903e19ad054	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12891Pol24h8Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol24h8/Gm12892/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12892Pol24h8Pcr1xAlnRep0_train_gS_11_3_1.model.txt	d96b60ba4f7bdb5f1b0d70b548b98a77	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12892Pol24h8Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol24h8/Gm12892/Haib_V0416102	model_files/wgEncodeHaibTfbsGm12892Pol24h8V0416102AlnRep0_train_gS_11_3_1.model.txt	9defec0ca69f96e0e37e23346fc3cc92	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12892Pol24h8V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol24h8/H1hesc/Haib_Pcr1x	model_files/wgEncodeHaibTfbsH1hescPol24h8Pcr1xAlnRep0_train_gS_11_3_1.model.txt	93c7503ba0dbfd84589e3ec000373e8f	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsH1hescPol24h8Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol24h8/H1hesc/Haib_V0416102	model_files/wgEncodeHaibTfbsH1hescPol24h8V0416102AlnRep0_train_gS_11_3_1.model.txt	041f652385aa38d03eff167b0b6e1321	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsH1hescPol24h8V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol24h8/Hct116/Haib_V0416101	model_files/wgEncodeHaibTfbsHct116Pol24h8V0416101AlnRep0_train_gS_11_3_1.model.txt	7eb353a277230db510b2591f0aa2777b	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHct116Pol24h8V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol24h8/K562/Haib_Pcr1x	model_files/wgEncodeHaibTfbsK562Pol24h8Pcr1xAlnRep0_train_gS_11_3_1.model.txt	f26a6bf94815504590b5cf74ef404257	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Pol24h8Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol24h8/K562/Haib_V0416101	model_files/wgEncodeHaibTfbsK562Pol24h8V0416101AlnRep0_train_gS_11_3_1.model.txt	b5dd44155a70513773e7d546cf660002	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Pol24h8V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pol2s2/Helas3/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHelas3Pol2s2IggrabAlnRep0_train_gS_11_3_1.model.txt	097bf7ff17072c2aaabdff4f1e9228b4	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHelas3Pol2s2IggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pou2f2/Gm12878/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12878Pou2f2Pcr1xAlnRep0_train_gS_11_3_1.model.txt	f51f8988f29d467f952e4cc091dd6ffd	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Pou2f2Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pou2f2/Gm12891/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12891Pou2f2Pcr1xAlnRep0_train_gS_11_3_1.model.txt	07c1aaa5a771826002e566ad13215de4	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12891Pou2f2Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pu1/Gm12878/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12878Pu1Pcr1xAlnRep0_train_gS_11_3_1.model.txt	f16bd33a37d7740876a1db46768ae622	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Pu1Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pu1/Gm12891/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12891Pu1Pcr1xAlnRep0_train_gS_11_3_1.model.txt	e54c0ae7d0b25d8a4104969777ad7eeb	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12891Pu1Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Pu1/K562/Haib_Pcr1x	model_files/wgEncodeHaibTfbsK562Pu1Pcr1xAlnRep0_train_gS_11_3_1.model.txt	63ff716d18dd8cffd31beba4d3f134e5	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Pu1Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Rad21/Gm12878/Haib_V0416101	model_files/wgEncodeHaibTfbsGm12878Rad21V0416101AlnRep0_train_gS_11_3_1.model.txt	65f9ddb99e16435e6c75d6f6cf89225e	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Rad21V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Rad21/Gm12878/Sydh_Iggrab	model_files/wgEncodeSydhTfbsGm12878Rad21IggrabAlnRep0_train_gS_11_3_1.model.txt	159da4e5efa245fb3a467406af764c6f	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm12878Rad21IggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Rad21/H1hesc/Haib_V0416102	model_files/wgEncodeHaibTfbsH1hescRad21V0416102AlnRep0_train_gS_11_3_1.model.txt	a74761e545c3d1467d91fc831fdc9fc3	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsH1hescRad21V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Rad21/H1hesc/Sydh_Iggrab	model_files/wgEncodeSydhTfbsH1hescRad21IggrabAlnRep0_train_gS_11_3_1.model.txt	e994c32227296179c0ec40dab27c2f12	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsH1hescRad21IggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Rad21/Helas3/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHelas3Rad21IggrabAlnRep0_train_gS_11_3_1.model.txt	65e70c0d71b722c832ac1fb33bb7de17	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHelas3Rad21IggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
