model	args_model	args_model_md5	args_model_url
Tfbs/Rad21/Hepg2/Haib_V0416101	model_files/wgEncodeHaibTfbsHepg2Rad21V0416101AlnRep0_train_gS_11_3_1.model.txt	ff751a6ee05b8a9ff9ba3f76efa0eb59	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Rad21V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Rad21/Hepg2/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHepg2Rad21IggrabAlnRep0_train_gS_11_3_1.model.txt	338154ef32c550644974d22bfd1c12cc	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHepg2Rad21IggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Rad21/K562/Haib_V0416102	model_files/wgEncodeHaibTfbsK562Rad21V0416102AlnRep0_train_gS_11_3_1.model.txt	885440d2d5632b489c5f03dfe9cf218f	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Rad21V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Rad21/K562/Sydh_Std	model_files/wgEncodeSydhTfbsK562Rad21StdAlnRep0_train_gS_11_3_1.model.txt	c41c05983cefd466a2efd9f31dc5dc81	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562Rad21StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Rad21/Sknshra/Haib_V0416102	model_files/wgEncodeHaibTfbsSknshraRad21V0416102AlnRep0_train_gS_11_3_1.model.txt	830d0cbdf87d8b2ed5fd2a4cf77565b0	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsSknshraRad21V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Rfx5n494/Helas3/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHelas3Rfx5n494IggrabAlnRep0_train_gS_11_3_1.model.txt	cd8d5de189f5ea1eeb9ea9c940bb6a2a	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHelas3Rfx5n494IggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Rxra/Hepg2/Haib_Pcr1x	model_files/wgEncodeHaibTfbsHepg2RxraPcr1xAlnRep0_train_gS_11_3_1.model.txt	95dcf4f951d062b1d6611286f960d0c5	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2RxraPcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Setdb1/U2os/Sydh_Ucd	model_files/wgEncodeSydhTfbsU2osSetdb1UcdAlnRep0_train_gS_11_3_1.model.txt	0a14cdd92cfd97043c62ba4ba054e2f6	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsU2osSetdb1UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Sin3ak20/Gm12878/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12878Sin3ak20Pcr1xAlnRep0_train_gS_11_3_1.model.txt	0ee3baad83e276841a553e7e90b4f1f9	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Sin3ak20Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Sin3ak20/Hepg2/Haib_Pcr1x	model_files/wgEncodeHaibTfbsHepg2Sin3ak20Pcr1xAlnRep0_train_gS_11_3_1.model.txt	193e579506bb54027f12de4a9cd7b2e9	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Sin3ak20Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Sin3ak20/K562/Haib_V0416101	model_files/wgEncodeHaibTfbsK562Sin3ak20V0416101AlnRep0_train_gS_11_3_1.model.txt	6168d674ee389783fd7fd44bbb371f7d	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Sin3ak20V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Smc3ab9263/Gm12878/Sydh_Iggmus	model_files/wgEncodeSydhTfbsGm12878Smc3ab9263IggmusAlnRep0_train_gS_11_3_1.model.txt	ab46c90170c7f87e652f79fb2964f0d7	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm12878Smc3ab9263IggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Smc3ab9263/Helas3/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHelas3Smc3ab9263IggrabAlnRep0_train_gS_11_3_1.model.txt	6d1fb7718ec190a29a45dfee89adbf37	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHelas3Smc3ab9263IggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Smc3ab9263/K562/Sydh_Iggrab	model_files/wgEncodeSydhTfbsK562Smc3ab9263IggrabAlnRep0_train_gS_11_3_1.model.txt	9d8e0aff5ab7545cff3793a7514f5196	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562Smc3ab9263IggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Sp1/Gm12878/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12878Sp1Pcr1xAlnRep0_train_gS_11_3_1.model.txt	6b579b92392629ab2bab39f1dab8db33	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Sp1Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Sp1/H1hesc/Haib_Pcr1x	model_files/wgEncodeHaibTfbsH1hescSp1Pcr1xAlnRep0_train_gS_11_3_1.model.txt	ec94da263b377c603e9cfa80404cf7d7	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsH1hescSp1Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Sp1/Hepg2/Haib_Pcr1x	model_files/wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0_train_gS_11_3_1.model.txt	5764f566df06ba32fae2156776b677bb	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Srf/Gm12878/Haib_V0416101	model_files/wgEncodeHaibTfbsGm12878SrfV0416101AlnRep0_train_gS_11_3_1.model.txt	90732b1687cc0cfb1f66ff2b9266cdcc	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878SrfV0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Stat1/Helas3/Sydh_Ifng30_Std	model_files/wgEncodeSydhTfbsHelas3Stat1Ifng30StdAlnRep0_train_gS_11_3_1.model.txt	c3ed9a45adece3ba6b70deab8eee1313	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHelas3Stat1Ifng30StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Stat3/Helas3/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHelas3Stat3IggrabAlnRep0_train_gS_11_3_1.model.txt	2dced8b38b3ebcd93fcbc11d0eaa0966	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHelas3Stat3IggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Stat3/Mcf10aes/Sydh_Etoh01_Std	model_files/wgEncodeSydhTfbsMcf10aesStat3Etoh01StdAlnRep0_train_gS_11_3_1.model.txt	dc2357e0d4b7fa3d673836fb12627886	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsMcf10aesStat3Etoh01StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Stat3/Mcf10aes/Sydh_Etoh01b_Std	model_files/wgEncodeSydhTfbsMcf10aesStat3Etoh01bStdAlnRep0_train_gS_11_3_1.model.txt	2cb411ca7bd06a38078ffd30d20a242c	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsMcf10aesStat3Etoh01bStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Stat3/Mcf10aes/Sydh_Etoh01c_Std	model_files/wgEncodeSydhTfbsMcf10aesStat3Etoh01cStdAlnRep0_train_gS_11_3_1.model.txt	2c678ba23484fa3246b75c95639babc1	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsMcf10aesStat3Etoh01cStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Stat3/Mcf10aes/Sydh_Tam_Std	model_files/wgEncodeSydhTfbsMcf10aesStat3TamStdAlnRep0_train_gS_11_3_1.model.txt	dc248ba29a1e31e03da996e94d64ad5b	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsMcf10aesStat3TamStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Taf1/Gm12891/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12891Taf1Pcr1xAlnRep0_train_gS_11_3_1.model.txt	8a3ef5662dc5ddba150e88af3fd5d754	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12891Taf1Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Taf1/Gm12892/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12892Taf1Pcr1xAlnRep0_train_gS_11_3_1.model.txt	f73125a16ae17eb85885b410998699c7	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12892Taf1Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Taf1/Gm12892/Haib_V0416102	model_files/wgEncodeHaibTfbsGm12892Taf1V0416102AlnRep0_train_gS_11_3_1.model.txt	4331c513d2fd506cf92645e169586353	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12892Taf1V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Taf1/H1hesc/Haib_Pcr1x	model_files/wgEncodeHaibTfbsH1hescTaf1Pcr1xAlnRep0_train_gS_11_3_1.model.txt	7cee520db901f0d93b484595927b237e	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsH1hescTaf1Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Taf1/H1hesc/Haib_V0416102	model_files/wgEncodeHaibTfbsH1hescTaf1V0416102AlnRep0_train_gS_11_3_1.model.txt	9b6ce24e2731cb553228002f674ee935	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsH1hescTaf1V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Taf1/Helas3/Haib_Pcr1x	model_files/wgEncodeHaibTfbsHelas3Taf1Pcr1xAlnRep0_train_gS_11_3_1.model.txt	7391a88082386b67d5ecdc70144989b1	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHelas3Taf1Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Taf1/Hepg2/Haib_Pcr2x	model_files/wgEncodeHaibTfbsHepg2Taf1Pcr2xAlnRep0_train_gS_11_3_1.model.txt	090e038b1445554fea5b23eec59aa9e2	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Taf1Pcr2xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Taf1/K562/Haib_Pcr1x	model_files/wgEncodeHaibTfbsK562Taf1Pcr1xAlnRep0_train_gS_11_3_1.model.txt	e74ed430c9374f0062245ec53697d020	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Taf1Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Taf1/K562/Haib_V0416101	model_files/wgEncodeHaibTfbsK562Taf1V0416101AlnRep0_train_gS_11_3_1.model.txt	117c0ac2bd0059a33d8a00ca5897b1ba	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Taf1V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Taf7sq8/H1hesc/Haib_V0416102	model_files/wgEncodeHaibTfbsH1hescTaf7sq8V0416102AlnRep0_train_gS_11_3_1.model.txt	1c909e3d104b9aeaaf23efc2e5e4b1c5	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsH1hescTaf7sq8V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Tal1sc12984/K562/Sydh_Iggmus	model_files/wgEncodeSydhTfbsK562Tal1sc12984IggmusAlnRep0_train_gS_11_3_1.model.txt	61a7d47edd26e03e8e0d620772574cdb	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562Tal1sc12984IggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Tbp/Gm12878/Sydh_Iggmus	model_files/wgEncodeSydhTfbsGm12878TbpIggmusAlnRep0_train_gS_11_3_1.model.txt	5ec608a1efd1940da7c0b74f55593a1f	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm12878TbpIggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Tbp/H1hesc/Sydh_Std	model_files/wgEncodeSydhTfbsH1hescTbpStdAlnRep0_train_gS_11_3_1.model.txt	cabeff010e9fc9ead26e45d49f0c1ead	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsH1hescTbpStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Tbp/Helas3/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHelas3TbpIggrabAlnRep0_train_gS_11_3_1.model.txt	34ad979a0bc1032d81a09c0abb389eee	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHelas3TbpIggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Tbp/Hepg2/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHepg2TbpIggrabAlnRep0_train_gS_11_3_1.model.txt	c8d919477c2b7079329f696c283ec8a2	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHepg2TbpIggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Tbp/K562/Sydh_Iggmus	model_files/wgEncodeSydhTfbsK562TbpIggmusAlnRep0_train_gS_11_3_1.model.txt	0ac032315b6d4a316fb2b22fbd727150	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562TbpIggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Tcf12/Gm12878/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12878Tcf12Pcr1xAlnRep0_train_gS_11_3_1.model.txt	2d9fd2a39b810caa22f450019e3b0d94	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Tcf12Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Tcf12/H1hesc/Haib_Pcr1x	model_files/wgEncodeHaibTfbsH1hescTcf12Pcr1xAlnRep0_train_gS_11_3_1.model.txt	88544dabe5a2b358929afd90fffe9098	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsH1hescTcf12Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Tcf4/Hct116/Sydh_Ucd	model_files/wgEncodeSydhTfbsHct116Tcf4UcdAlnRep0_train_gS_11_3_1.model.txt	244ba7a52a5188cd40571d49112d71e9	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHct116Tcf4UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Tcf4/Hepg2/Sydh_Ucd	model_files/wgEncodeSydhTfbsHepg2Tcf4UcdAlnRep0_train_gS_11_3_1.model.txt	cedf5109a422ab8ba1f1cc60e9915f92	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHepg2Tcf4UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Usf1/A549/Haib_Pcr1x_Dexa	model_files/wgEncodeHaibTfbsA549Usf1Pcr1xDexaAlnRep0_train_gS_11_3_1.model.txt	159a292f904ab9ac23d5b3c412e713ba	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsA549Usf1Pcr1xDexaAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Usf1/A549/Haib_Pcr1x_Etoh02	model_files/wgEncodeHaibTfbsA549Usf1Pcr1xEtoh02AlnRep0_train_gS_11_3_1.model.txt	e0e09adfd90f164b51c6bf54cd3b232e	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsA549Usf1Pcr1xEtoh02AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Usf1/Gm12878/Haib_Pcr2x	model_files/wgEncodeHaibTfbsGm12878Usf1Pcr2xAlnRep0_train_gS_11_3_1.model.txt	4e59711cc19ce60c04d81a6a0f224b83	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Usf1Pcr2xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Usf1/H1hesc/Haib_Pcr1x	model_files/wgEncodeHaibTfbsH1hescUsf1Pcr1xAlnRep0_train_gS_11_3_1.model.txt	c72fd2661a5f4b8affd94544496bc61c	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsH1hescUsf1Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Usf1/Hepg2/Haib_Pcr1x	model_files/wgEncodeHaibTfbsHepg2Usf1Pcr1xAlnRep0_train_gS_11_3_1.model.txt	596dfc868f43db1c4d9bf63e1734b552	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Usf1Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Usf1/K562/Haib_V0416101	model_files/wgEncodeHaibTfbsK562Usf1V0416101AlnRep0_train_gS_11_3_1.model.txt	de4dddd10bda2a79018e224e9314f5ad	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Usf1V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Usf1sc8983/Sknshra/Haib_V0416102	model_files/wgEncodeHaibTfbsSknshraUsf1sc8983V0416102AlnRep0_train_gS_11_3_1.model.txt	7cd78ed4978ccf36ceb5128f349485eb	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsSknshraUsf1sc8983V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Usf2/Gm12878/Sydh_Iggmus	model_files/wgEncodeSydhTfbsGm12878Usf2IggmusAlnRep0_train_gS_11_3_1.model.txt	9460e6e5eff74b0755eaa63c0b05625b	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm12878Usf2IggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Usf2/Helas3/Sydh_Iggmus	model_files/wgEncodeSydhTfbsHelas3Usf2IggmusAlnRep0_train_gS_11_3_1.model.txt	bedf7bda68f49d03b6da8ae15558a588	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHelas3Usf2IggmusAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Yy1/Gm12878/Haib_V0416101	model_files/wgEncodeHaibTfbsGm12878Yy1V0416101AlnRep0_train_gS_11_3_1.model.txt	8f93067e3a3dcbb768102f7a3e25d9ac	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Yy1V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Yy1/Gm12892/Haib_V0416101	model_files/wgEncodeHaibTfbsGm12892Yy1V0416101AlnRep0_train_gS_11_3_1.model.txt	500f6860c2db0e53048a8129784c9192	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12892Yy1V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Yy1/K562/Haib_V0416101	model_files/wgEncodeHaibTfbsK562Yy1V0416101AlnRep0_train_gS_11_3_1.model.txt	40b151f88d71efee65bc6c1fba3ef886	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Yy1V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Yy1/K562/Haib_V0416102	model_files/wgEncodeHaibTfbsK562Yy1V0416102AlnRep0_train_gS_11_3_1.model.txt	f1351720817105781ad3f424883d652a	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Yy1V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Yy1c20/Gm12891/Haib_V0416101	model_files/wgEncodeHaibTfbsGm12891Yy1c20V0416101AlnRep0_train_gS_11_3_1.model.txt	a51779ecb3c4e49fe0d203d595bbe3d3	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12891Yy1c20V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Yy1c20/H1hesc/Haib_Pcr1x	model_files/wgEncodeHaibTfbsH1hescYy1c20Pcr1xAlnRep0_train_gS_11_3_1.model.txt	11e861da7adf2a1579a0cbac2f93b186	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsH1hescYy1c20Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Yy1c20/Sknshra/Haib_V0416102	model_files/wgEncodeHaibTfbsSknshraYy1c20V0416102AlnRep0_train_gS_11_3_1.model.txt	e4813801f956b7512f0c9bbbdc9ad6b3	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsSknshraYy1c20V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Zbtb7asc34508/K562/Haib_V0416101	model_files/wgEncodeHaibTfbsK562Zbtb7asc34508V0416101AlnRep0_train_gS_11_3_1.model.txt	4e8ff8250ac2d3c71d406ad0adc845c4	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Zbtb7asc34508V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Zeb1sc25388/Gm12878/Haib_V0416102	model_files/wgEncodeHaibTfbsGm12878Zeb1sc25388V0416102AlnRep0_train_gS_11_3_1.model.txt	359901cdac9361c01fda170d319ed6b9	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Zeb1sc25388V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Znf143166181ap/Gm12878/Sydh_Std	model_files/wgEncodeSydhTfbsGm12878Znf143166181apStdAlnRep0_train_gS_11_3_1.model.txt	b55c28cd8bca634e089765916397897e	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm12878Znf143166181apStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Znf263/Trexhek293/Sydh_Ucd	model_files/wgEncodeSydhTfbsTrexhek293Znf263UcdAlnRep0_train_gS_11_3_1.model.txt	87d0c23b5de4df08f26a18f2f94cf942	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsTrexhek293Znf263UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
